Symbol,Sector,Perf_5Year,SD_5Year,Beta_5Year,Beta_10Year
CLMT,Energy,14.26565,0.31225,0.929336598,
BDBD,Consumer Staples,24.50495,0.50733,0.929720658,
ORI,Financials,15.21435,0.23026,0.930624876,0.911823252
WBMD,Information Technology,-3.14576,0.40269,0.93069132,0.949430629
SEAC,Information Technology,-4.3821,0.31046,0.931079009,0.867661914
CBU,Financials,16.0232,0.18632,0.931131924,0.641542409
AN,Consumer Discretionary,19.83616,0.25429,0.931240141,1.160103086
CUTR,Health Care,14.69526,0.34128,0.931336665,1.059603394
EC,Energy,-22.53191,0.30106,0.931741647,
ATNI,Telecommunication Services,19.54402,0.25598,0.932643762,1.030039642
PNRA,Consumer Discretionary,12.68326,0.27338,0.933028878,0.832359911
HRB,Consumer Discretionary,27.94011,0.2539,0.933820804,0.707175084
ARLP,Energy,-4.25097,0.29078,0.934011138,0.792608081
IRDM,Telecommunication Services,-4.22133,0.38362,0.93419936,
IT,Information Technology,23.41509,0.18498,0.93534099,1.171861747
MBWM,Financials,34.10766,0.41133,0.935672147,0.517769151
RUTH,Consumer Discretionary,29.48142,0.28107,0.936559508,2.292652899
MDVN,Health Care,71.76812,0.83169,0.937020976,1.119270061
HIW,Financials,12.20845,0.19847,0.937677399,1.21313858
HEAR,Consumer Discretionary,4.77818,0.80507,0.938307552,
GSBC,Financials,21.47676,0.25092,0.939938621,0.938998109
TSLA,Consumer Discretionary,46.49294,0.63908,0.940152013,
LOGI,Information Technology,-3.27216,0.41628,0.941079322,1.669858318
TFX,Health Care,22.47733,0.17146,0.941266625,0.869510006
NBTB,Financials,10.30053,0.20049,0.941267304,0.779407338
AVD,Materials,18.71492,0.41948,0.941463817,0.501537026
HA,Industrials,36.7637,0.43703,0.941555079,1.711439717
RDY,Health Care,4.63373,0.27021,0.943044,1.074765613
EGBN,Financials,36.45855,0.28725,0.94349628,0.624189767
SBCF,Financials,20.9977,0.2589,0.943700677,1.148807983
NUVA,Health Care,17.25392,0.42654,0.944544061,0.899872008
DSW,Consumer Discretionary,6.85951,0.32297,0.945103256,1.301299431
ICE,Financials,18.7308,0.20251,0.945415305,
GTS,Health Care,7.0387,0.35523,0.94571202,
CM,Financials,3.7879,0.18841,0.946545518,1.307727636
STFC,Financials,10.60737,0.27975,0.946656496,0.921623377
WRI,Financials,12.68204,0.20291,0.94690532,1.559120172
KYO,Information Technology,-0.25822,0.20489,0.94805695,1.030382487
STB,Industrials,1.83353,0.16288,0.948110764,
DF,Consumer Staples,17.28689,0.41885,0.948117748,0.736150454
ARE,Financials,10.03942,0.19273,0.948215677,1.233238217
FSP,Financials,2.55962,0.19722,0.948459246,0.940406092
ORBK,Information Technology,12.27572,0.28616,0.948474229,1.324451348
SE,Energy,6.31007,0.18534,0.949167454,
CLNY,Financials,8.8055,0.18947,0.949257949,
VIRC,Industrials,5.32296,0.42065,0.949324367,1.180734776
BA,Industrials,20.50057,0.19718,0.949690662,1.173301344
FCBC,Financials,11.4482,0.23353,0.950018039,1.083308666
ACFC,Financials,-6.81359,0.98586,0.950385691,0.833597186
VLY,Financials,6.70491,0.18325,0.952214436,0.792899222
LSTR,Industrials,12.25077,0.18487,0.952289656,0.823584932
ANSS,Information Technology,13.88974,0.20343,0.952823365,1.156310011
HTHT,Consumer Discretionary,3.43858,0.37276,0.954116092,
FISV,Information Technology,27.69805,0.15512,0.954593704,1.032474186
KSS,Consumer Discretionary,-0.73864,0.25969,0.955553697,0.949853221
EQY,Financials,14.13089,0.18794,0.955672883,1.141866808
RNST,Financials,19.83379,0.21329,0.956263843,0.973707124
IDCC,Information Technology,11.17134,0.47742,0.957371177,0.730088313
QRVO,Information Technology,14.80204,0.41258,0.957856935,2.082829359
VHI,Materials,-23.89388,0.53216,0.959230193,1.11708162
MSFG,Financials,21.74888,0.255,0.960363477,1.191098028
CRMT,Consumer Discretionary,3.23074,0.30479,0.961068693,0.907202228
WFC,Financials,18.65261,0.14833,0.961252542,1.24165355
GD,Industrials,19.73289,0.16723,0.961598549,1.158936685
USPH,Health Care,25.46343,0.27526,0.962179739,1.04958004
ERJ,Industrials,2.8978,0.24952,0.962529344,1.575304179
COB,Financials,-16.60244,0.51008,0.962620543,0.929355736
AXP,Financials,6.80775,0.17128,0.963157426,1.675848763
PRK,Financials,12.96168,0.18633,0.96344383,0.833924256
BRCD,Information Technology,14.07641,0.32323,0.965193488,1.424366303
KMPR,Financials,15.16572,0.20443,0.965902034,1.329179716
STRT,Consumer Discretionary,14.49979,0.38805,0.966123832,1.132447403
DANOY,Consumer Staples,6.07174,0.17796,0.966191286,0.856943666
CTBI,Financials,13.9984,0.18402,0.966231058,0.706171312
FINL,Consumer Discretionary,0.42844,0.28712,0.966487764,1.343826471
HD,Consumer Discretionary,37.57588,0.17306,0.96665061,0.831467818
AKG,Materials,-29.49601,0.49507,0.968295587,
NDAQ,Financials,23.76714,0.20459,0.968300612,1.021564736
CPN,Utilities,3.59089,0.22563,0.968919329,
AKRX,Health Care,43.47648,0.42685,0.969160637,1.207074031
GCO,Consumer Discretionary,7.45506,0.24712,0.969216378,1.576531966
HOMB,Financials,36.13633,0.2406,0.969308508,
NTES,Information Technology,35.17718,0.33442,0.969633101,0.938423802
VNO,Financials,16.15599,0.18717,0.969805553,1.465504448
LLL,Industrials,18.05938,0.20053,0.970718749,0.9492717
KRG,Financials,10.27521,0.20612,0.971606077,1.575397982
NUAN,Information Technology,3.23921,0.34125,0.97196814,1.421282441
DFS,Financials,27.08449,0.206,0.972575858,
PM,Consumer Staples,12.93665,0.19183,0.972802204,
HSIC,Health Care,22.0941,0.17111,0.972803401,0.753443715
SRCE,Financials,20.09296,0.21098,0.973395417,0.68665228
PKI,Health Care,18.81388,0.21435,0.974721069,0.88558738
SNN,Health Care,14.8326,0.17275,0.974931877,0.655598446
CHH,Consumer Discretionary,13.17514,0.22732,0.975144824,0.87106004
OKE,Energy,11.51765,0.26229,0.975989523,1.001226319
BUD,Consumer Staples,20.72944,0.1979,0.976368686,
TKC,Telecommunication Services,-8.84745,0.26297,0.977098707,0.908621079
MMS,Information Technology,29.92517,0.26836,0.977961334,0.806786708
GPN,Information Technology,28.49484,0.21549,0.977961567,0.895743099
AMSG,Health Care,35.47219,0.22425,0.979179242,0.896746688
QLGC,Information Technology,-6.71624,0.36852,0.979554348,1.298186224
ZIXI,Information Technology,8.39049,0.33592,0.979919091,1.085204748
PVH,Consumer Discretionary,6.68923,0.28944,0.980154769,1.753116533
ATRO,Industrials,13.60496,0.37879,0.982123373,1.402950122
KGFHY,Consumer Discretionary,10.13479,0.22988,0.982358146,1.142940897
WSBC,Financials,16.93749,0.19012,0.982546851,0.627539081
DLB,Information Technology,-9.66246,0.2713,0.983005522,0.922763598
INTT,Information Technology,9.75373,0.39083,0.98462379,1.068288833
BHE,Information Technology,5.6971,0.23402,0.984668574,1.112853984
RGR,Consumer Discretionary,32.30748,0.45006,0.984934992,0.365980865
CHS,Consumer Discretionary,2.02696,0.31811,0.985210329,1.597999266
SWM,Materials,7.55287,0.26272,0.985758216,1.097130915
FSI,Materials,-10.01933,0.71099,0.986158655,0.328410137
MDRX,Health Care,-2.74159,0.33903,0.986841389,1.416340833
SYK,Health Care,15.49697,0.17695,0.98766556,0.941850216
RAVN,Industrials,-4.03515,0.29042,0.987840614,1.207596954
OFG,Financials,-4.55305,0.29244,0.988322729,2.370381642
PLPM,Information Technology,11.19616,0.60214,0.988676454,
ETP,Energy,1.44118,0.2002,0.988997595,0.67280745
HUM,Health Care,25.5676,0.28652,0.989754148,1.03560861
CATO,Consumer Discretionary,11.08586,0.23535,0.990003845,0.809076569
NGLS,Energy,0.13992,0.2572,0.990379644,
DSPG,Information Technology,5.5588,0.26966,0.990527393,1.207531279
MSCI,Financials,15.51013,0.23557,0.990823824,
TWC,Consumer Discretionary,27.67965,0.21822,0.991438711,
TRST,Financials,7.7318,0.22202,0.991473755,0.632522547
CHE,Health Care,21.47087,0.22423,0.991774695,0.475207786
MSGN,Consumer Discretionary,-2.30745,0.23896,0.991957252,
DPDW,Energy,-23.13622,0.5017,0.992232719,1.467315653
INUV,Information Technology,-5.52839,0.83066,0.992356858,0.174520526
CSGS,Information Technology,14.83047,0.25413,0.993166362,0.912258318
GLT,Materials,9.07004,0.26454,0.993432153,1.334304395
CACC,Financials,26.85134,0.3261,0.993502871,0.660738946
EXFO,Information Technology,-11.26395,0.35149,0.994544108,1.058535847
LBY,Consumer Discretionary,11.70353,0.30383,0.995058494,2.030795244
TRI,Consumer Discretionary,5.53675,0.16458,0.995080526,0.912224966
WPP,Materials,6.42034,0.3995,0.995809936,1.343152387
ARRS,Information Technology,24.26458,0.28826,0.996016171,1.437113632
BTI,Consumer Staples,14.10372,0.18879,0.996622516,0.678239967
DVA,Health Care,15.51104,0.20344,0.996905344,0.517920127
GAIA,Consumer Discretionary,-1.92505,0.31451,0.997023133,1.790192403
CHKP,Information Technology,14.72154,0.18368,0.997430953,0.699108962
RSO,Financials,-1.07869,0.21471,0.998043305,
POT,Materials,-13.83148,0.26262,0.999730641,0.977433888
CLFD,Information Technology,32.95935,0.47132,0.999791434,0.938785084
RGC,Consumer Discretionary,16.89958,0.24783,1.000035031,0.977790117
TYL,Information Technology,53.19621,0.25722,1.001022159,0.70642599
GIL,Consumer Discretionary,16.95667,0.25488,1.001121198,1.301343371
SUP,Consumer Discretionary,3.83162,0.29005,1.001686037,1.068881295
SHOO,Consumer Discretionary,10.57396,0.30576,1.002174502,1.415790696
FTI,Energy,-4.37621,0.29902,1.002200714,1.134851496
LTXB,Financials,25.91068,0.26823,1.00225011,
BDX,Health Care,16.47891,0.16074,1.002805229,0.713563073
ICLR,Health Care,29.79808,0.31142,1.003148201,0.581267111
MCHP,Information Technology,10.67176,0.19632,1.003230373,1.092518153
CPSS,Financials,43.65013,0.54,1.004560522,1.650213678
CUB,Industrials,1.41254,0.21189,1.004781688,0.868524131
HBI,Consumer Discretionary,36.20936,0.26736,1.006773974,
SOHO,Financials,25.28859,0.3411,1.00728232,1.723044282
PLUS,Information Technology,32.06988,0.26688,1.00737261,0.887584762
KRC,Financials,17.35659,0.18716,1.007828244,1.380893475
GIB,Information Technology,22.06468,0.25077,1.008943475,0.879914965
NVO,Health Care,23.80954,0.23098,1.009601003,0.59106709
AUO,Information Technology,-21.81007,0.38507,1.009965992,1.421882048
STMP,Information Technology,50.82742,0.49044,1.010456461,0.982454603
SPIL,Information Technology,4.03667,0.32759,1.011052041,1.142202213
BIIB,Health Care,35.0247,0.30991,1.011254453,0.796461273
LGND,Health Care,65.98827,0.46705,1.011373647,1.13890093
LINE,Energy,-38.55862,0.45138,1.012315443,
TGI,Industrials,-1.45258,0.25215,1.013103609,1.157078963
IIVI,Information Technology,-1.84621,0.31991,1.01355051,1.227380724
BCH,Financials,0.92657,0.19058,1.013565861,0.743902046
ADUS,Health Care,40.56642,0.54622,1.014285807,
PATK,Industrials,102.93229,0.62446,1.015323261,1.920882768
CME,Financials,15.52473,0.20851,1.015916685,1.064703076
BSX,Health Care,22.74034,0.28332,1.016457019,1.102997944
URBN,Consumer Discretionary,-9.15828,0.34111,1.017972444,0.997463609
PCMI,Information Technology,6.16443,0.35756,1.018421603,1.795000215
NS,Energy,-2.49155,0.25925,1.019393828,0.510572718
HPT,Financials,11.91712,0.20509,1.02009252,1.341578643
HOFT,Consumer Discretionary,22.56363,0.3084,1.020373053,1.592962992
ADS,Information Technology,34.99027,0.21632,1.020824301,1.488802302
BSAC,Financials,-9.55439,0.25011,1.021209929,0.88709686
CTG,Information Technology,-6.94626,0.34208,1.02205144,1.238734512
CVU,Industrials,-7.33593,0.40815,1.022487927,0.799612071
DST,Information Technology,25.23714,0.21388,1.023263657,1.170389829
HBHC,Financials,1.55174,0.21525,1.023363095,0.910533884
TDY,Industrials,17.75518,0.17687,1.023625259,1.319824303
LHCG,Health Care,12.37404,0.32018,1.023812896,0.76101806
RGS,Consumer Discretionary,-0.52472,0.28226,1.023821766,1.173679779
TMO,Health Care,22.93894,0.19998,1.024266991,0.881517651
MMC,Financials,20.1204,0.14545,1.024566757,0.80023615
NTK,Industrials,3.23317,0.33506,1.024763135,
MAC,Financials,16.69891,0.18992,1.025485802,2.190716834
ILMN,Health Care,24.91969,0.50418,1.02667943,0.695060084
UNF,Industrials,16.21367,0.20137,1.028181541,1.102269666
CVLT,Information Technology,6.40143,0.33044,1.028787076,
PNC,Financials,14.61694,0.16273,1.029981574,1.161065989
SBNY,Financials,29.65284,0.2108,1.03030887,0.60020193
VET,Energy,-1.97477,0.2622,1.031374085,
L,Financials,0.70435,0.15082,1.031451072,1.150278327
UNP,Industrials,15.73922,0.17976,1.031571053,1.113557261
STC,Financials,32.68324,0.2789,1.032754352,1.089909287
ROG,Information Technology,10.52163,0.31955,1.032879198,1.391988009
FFIC,Financials,14.50148,0.19967,1.032986126,1.153893844
AVY,Materials,14.85189,0.22243,1.033336747,1.343558265
FLEX,Information Technology,9.89526,0.24168,1.034984168,1.954768018
CWCO,Utilities,8.88417,0.3166,1.036045351,1.344325357
CCC,Materials,3.36683,0.23779,1.03672112,0.852164646
NYCB,Financials,5.85283,0.176,1.036906554,0.818733817
CCOI,Telecommunication Services,25.40631,0.26226,1.037019727,1.245800794
EQT,Energy,8.10344,0.27712,1.037384328,0.865532392
SUMR,Consumer Discretionary,-22.51397,0.57179,1.037517051,1.058796863
TDS,Telecommunication Services,-1.18475,0.28334,1.03777505,0.848404941
NNI,Financials,10.86672,0.22623,1.038901621,1.295097369
AJG,Financials,13.26346,0.15679,1.039171594,0.893521312
ACE,Financials,17.09574,0.15658,1.039200891,0.807131989
ENLC,Energy,13.63189,0.39777,1.039948586,1.714439262
RJET,Industrials,-10.97836,0.73578,1.041215983,0.343985377
WASH,Financials,18.75194,0.21594,1.041220785,0.877350476
DECK,Consumer Discretionary,-7.1441,0.47716,1.041712961,1.487531092
BRKR,Health Care,7.71959,0.30975,1.044006025,1.317695973
ORAN,Telecommunication Services,-50.56587,0.25977,1.045680225,0.814233192
TAST,Consumer Discretionary,28.0199,0.36315,1.04570112,
GHC,Consumer Discretionary,16.95471,0.22567,1.045921614,0.950336253
AGX,Industrials,39.93056,0.33788,1.046551535,0.687542759
MCK,Health Care,25.13066,0.19403,1.046737633,0.823593123
AWI,Industrials,8.20122,0.31106,1.046793138,
BFIN,Financials,7.82086,0.26952,1.050650523,0.853234664
ABM,Industrials,7.70878,0.20199,1.050923873,1.130319834
QGEN,Health Care,7.27577,0.2241,1.051695097,0.790036698
UBSH,Financials,17.88699,0.22141,1.052205287,1.099265487
MAKSY,Consumer Discretionary,8.91414,0.24976,1.053608373,0.962406367
HOG,Consumer Discretionary,10.89672,0.23892,1.054030297,1.936206242
REG,Financials,14.56816,0.20551,1.054301875,1.365748577
CELG,Health Care,29.78324,0.27366,1.05445835,0.780865489
VVI,Industrials,9.62619,0.30056,1.054957405,1.286246215
DAVE,Consumer Discretionary,-3.86037,0.4109,1.056657085,1.711885027
NTN,Consumer Discretionary,-11.02206,0.70836,1.056832111,1.334556503
CNS,Financials,9.75798,0.27503,1.057138483,1.75586797
CNI,Industrials,15.02587,0.17772,1.05722916,1.047956805
DCT,Financials,19.18846,0.20243,1.058058032,
JSAIY,Consumer Staples,-3.07982,0.24141,1.058157236,0.815254813
ASPS,Financials,3.32775,0.65597,1.058349462,
GRC,Industrials,11.78487,0.26033,1.05859763,1.287777978
LDOS,Information Technology,5.25048,0.26555,1.059265492,
SXI,Industrials,25.8392,0.31312,1.05962303,0.961892206
LOW,Consumer Discretionary,30.62866,0.2188,1.060313785,1.033589307
MFLX,Information Technology,0.81433,0.42454,1.06065894,0.688266245
NSU,Materials,-10.54391,0.42683,1.060697716,0.999864568
AHONY,Consumer Staples,15.63573,0.19607,1.061555657,0.740199539
BR,Information Technology,24.14755,0.18786,1.061751695,
DTEGY,Telecommunication Services,13.40908,0.24866,1.061969721,0.737561027
EGP,Financials,12.3827,0.18645,1.063568239,1.072135411
JBHT,Industrials,17.57809,0.20496,1.064062098,0.971420747
VIA,Consumer Discretionary,5.54244,0.24067,1.064123571,
CODI,Financials,8.17841,0.18904,1.065363122,
OMAB,Industrials,29.50713,0.265,1.065377947,
TTEC,Information Technology,9.25374,0.26126,1.065646955,1.24009846
CNC,Health Care,38.07658,0.32944,1.06583019,1.060556786
CMPR,Information Technology,16.98287,0.38979,1.066707607,1.191430772
ASUR,Information Technology,28.87531,0.52185,1.06703438,1.221658034
ANGO,Health Care,-3.54795,0.29632,1.067039577,0.778874895
MIC,Industrials,37.61562,0.21143,1.067981345,2.258119542
HMC,Consumer Discretionary,-0.28295,0.22604,1.068980665,0.830663569
SIM,Materials,0.08557,0.29132,1.069569174,1.216762129
BSRR,Financials,13.98558,0.24354,1.069641515,1.196921685
LYV,Consumer Discretionary,18.63057,0.28289,1.069969056,
LBMH,Consumer Staples,23.94977,0.50189,1.069996318,
COR,Financials,40.57576,0.24453,1.0701621,
VIV,Telecommunication Services,-9.05567,0.27162,1.070313058,0.747681794
TSCO,Consumer Discretionary,35.1176,0.23255,1.07173347,0.866992645
BBT,Financials,13.68109,0.1797,1.072116373,1.003643596
FISI,Financials,12.0969,0.21155,1.072346587,1.910875943
CORT,Health Care,6.46982,0.70943,1.073424674,0.967264655
PAM,Utilities,4.46199,0.55704,1.074029082,
HHS,Consumer Discretionary,-17.80381,0.406,1.074057572,1.315237275
MHFI,Financials,26.43805,0.21265,1.074613255,1.175441498
BWLD,Consumer Discretionary,27.18948,0.32903,1.07537775,0.991916734
VPG,Information Technology,-6.22614,0.27698,1.075604944,
IBKC,Financials,7.48535,0.23301,1.07580876,0.762640644
TSM,Information Technology,19.03319,0.20214,1.075889723,1.029693203
WTFC,Financials,13.33947,0.1967,1.076219916,1.108103402
MENT,Information Technology,12.06485,0.28244,1.077197758,1.304069072
MMM,Industrials,16.24302,0.15897,1.077536362,0.907958113
ECOL,Industrials,21.83498,0.30195,1.077873419,1.120746058
ALTR,Information Technology,9.76249,0.26329,1.078672454,1.058827495
FNB,Financials,15.01999,0.18755,1.080133154,1.006880824
REIS,Information Technology,29.91896,0.26824,1.080254333,1.13632425
BELFB,Information Technology,-0.64945,0.3578,1.080674606,1.609095653
CTRP,Consumer Discretionary,16.88177,0.56248,1.080881363,1.513356068
IVR,Financials,3.05251,0.22675,1.081885268,
WWW,Consumer Discretionary,4.99942,0.27394,1.083097187,1.081611197
LEA,Consumer Discretionary,24.27432,0.23232,1.084742154,
XL,Financials,16.23718,0.17114,1.085826406,2.182974599
WSO,Industrials,20.76315,0.21753,1.086224589,0.95563419
MDT,Health Care,20.33149,0.17541,1.087197609,0.920433343
HDB,Financials,11.1147,0.31079,1.087730692,1.603868248
BKCC,Financials,7.47039,0.2109,1.088207096,
RELX,Consumer Discretionary,23.85432,0.18388,1.089067835,0.786587227
SSL,Energy,-5.4479,0.25541,1.089189412,1.276482012
BRFS,Consumer Staples,1.80865,0.28776,1.08944007,1.312449374
CRNT,Information Technology,-33.92926,0.51717,1.08971434,1.193385117
OFC,Financials,-3.55806,0.22827,1.090050274,0.976678483
DAC,Industrials,9.03104,0.47689,1.090195835,
SYMC,Information Technology,4.28089,0.21813,1.09038848,0.907065519
LFC,Financials,-2.34384,0.30623,1.090603177,1.191712742
KEX,Industrials,7.11893,0.24673,1.090678067,1.122658992
VRSN,Information Technology,24.25672,0.25597,1.090995868,0.862004252
SASR,Financials,13.37784,0.20794,1.091381003,1.079181726
SNY,Health Care,10.79042,0.21039,1.091621044,0.898698286
DIN,Consumer Discretionary,11.66914,0.28298,1.09190739,2.047706816
DKS,Consumer Discretionary,4.75571,0.24673,1.091908951,1.28302211
CTB,Consumer Discretionary,16.57725,0.3613,1.093025722,1.934162205
IBCP,Financials,66.93519,0.86432,1.093665485,1.665808177
FNFG,Financials,1.15362,0.22363,1.094005691,0.711959747
DGII,Information Technology,5.03298,0.32217,1.095225211,0.876489525
WAFD,Financials,14.09673,0.20808,1.095390283,0.894793753
GORO,Materials,-35.82901,0.46639,1.096834949,
LULU,Consumer Discretionary,14.39017,0.41958,1.096993111,
BIO,Health Care,8.47399,0.17926,1.099671762,1.117468802
NATI,Information Technology,8.35419,0.23041,1.099910148,1.14584798
BNS,Financials,0.17309,0.18418,1.100051816,1.21416795
PSMT,Consumer Staples,24.94696,0.3214,1.10011036,0.965565761
MRCY,Information Technology,2.47239,0.37407,1.100132097,1.501480891
ASR,Industrials,29.38431,0.2444,1.100217331,1.215920003
INTU,Information Technology,18.16189,0.19306,1.100666161,0.836632673
CVC,Consumer Discretionary,6.16436,0.34873,1.101006567,1.365220533
BLL,Materials,17.38262,0.1711,1.101671084,0.75477911
NFX,Energy,-10.51653,0.37003,1.102443808,1.320243255
RHT,Information Technology,13.75044,0.28301,1.102673974,1.202861295
THFF,Financials,6.76106,0.21308,1.102683015,0.707701259
NRP,Energy,-38.27582,0.38216,1.102886338,0.754469599
MTU,Financials,8.94156,0.26484,1.10293508,0.980689574
LOGM,Information Technology,10.23129,0.38143,1.103269584,
BLKB,Information Technology,21.22116,0.24306,1.103841971,1.262033801
LBAI,Financials,11.3692,0.2452,1.104926029,1.165187842
AVGO,Information Technology,39.06501,0.31121,1.105934487,
FLML,Health Care,15.50103,0.53421,1.106417489,0.822452284
HUB/B,Industrials,14.32033,0.20453,1.106862332,1.1037914
SLW,Materials,-17.92565,0.47843,1.108339927,1.404451551
ABCB,Financials,29.40238,0.24633,1.108566429,1.347724678
MANH,Information Technology,57.0966,0.28246,1.108615914,1.027422756
MGIC,Information Technology,-1.84511,0.70039,1.108901604,1.330422383
AVX,Information Technology,1.03704,0.1811,1.109520187,0.973064304
CRY,Health Care,16.08364,0.31616,1.110495509,1.090323721
MDP,Consumer Discretionary,11.17797,0.26707,1.110755579,1.484090784
TRV,Financials,19.1182,0.18318,1.110849281,0.745033169
RY,Financials,4.84357,0.19382,1.1109858,1.240642516
KW,Financials,23.11616,0.25534,1.111370562,
AIT,Industrials,8.99169,0.22615,1.112121166,1.170535187
CRAY,Information Technology,37.89392,0.48028,1.112500481,1.466268242
UTX,Industrials,7.7548,0.17656,1.112877849,1.03622184
BOH,Financials,13.34193,0.1718,1.114193548,0.868109872
CVG,Information Technology,16.25775,0.24312,1.11462589,1.377004854
SHBI,Financials,1.07771,0.27669,1.115554665,1.033418096
UBSI,Financials,14.48691,0.2059,1.116637738,0.983043381
CMCSK,Consumer Discretionary,28.71328,0.17649,1.11683243,1.044219462
ENI,Utilities,-9.11996,0.23191,1.117207561,0.711393545
PETS,Consumer Discretionary,5.97273,0.32415,1.117751473,0.696935982
EOC,Utilities,-6.17909,0.21236,1.118224161,0.688180786
ENLK,Energy,8.16995,0.26101,1.118672532,1.273599446
ABG,Consumer Discretionary,36.58442,0.26732,1.118893995,2.359739179
PEBO,Financials,13.10899,0.26649,1.120412275,1.288203086
CVTI,Industrials,21.7112,0.44451,1.121465086,1.412982658
COH,Consumer Discretionary,-8.49343,0.30588,1.121598071,1.446033795
TAXI,Financials,6.05768,0.28323,1.122234142,1.089294114
BRO,Financials,8.8024,0.20388,1.125096041,0.706442998
HUBG,Industrials,3.53997,0.23882,1.126099868,1.081219679
MTD,Health Care,18.73746,0.22671,1.126661702,1.054011584
HI,Industrials,13.43347,0.22786,1.129120613,
JOUT,Consumer Discretionary,13.37425,0.33897,1.129133287,1.320683922
HBAN,Financials,18.64938,0.1911,1.12983252,1.52610999
TUP,Consumer Discretionary,7.32132,0.26604,1.129844152,1.439087325
ESXB,Financials,45.68467,0.44766,1.130570332,
WSM,Consumer Discretionary,16.4949,0.26206,1.131362586,1.555965639
SSNC,Information Technology,29.56001,0.24634,1.132168008,
JCOM,Information Technology,26.50373,0.26753,1.132478975,1.002579929
CVX,Energy,5.55382,0.19559,1.132550291,0.825152933
ISCA,Consumer Discretionary,9.08141,0.21542,1.133791578,1.105609542
CAMP,Information Technology,48.03036,0.42533,1.135029343,1.69194965
NSP,Industrials,13.64028,0.30126,1.136381794,1.152781259
PSTB,Financials,10.06205,0.2311,1.136967677,
LECO,Industrials,14.5426,0.24195,1.138768705,1.505589153
NICE,Information Technology,15.56842,0.23988,1.139418183,1.102086048
VMI,Industrials,8.61511,0.20099,1.139684402,1.398239918
PCBK,Financials,17.31775,0.24271,1.139749658,0.669187791
CHCO,Financials,13.14267,0.20326,1.13986229,0.759992762
VAL,Materials,22.02747,0.19674,1.139915099,0.978919402
GPRE,Energy,16.29881,0.46672,1.140068133,
AZZ,Industrials,27.41909,0.25113,1.140325273,1.223431225
HDNG,Industrials,3.59647,0.40173,1.140535581,1.656800038
GNRC,Industrials,22.96342,0.39352,1.140737404,
TDC,Information Technology,-6.24587,0.30693,1.140846042,
COP,Energy,10.19162,0.20674,1.143885188,1.112485771
LLTC,Information Technology,9.6506,0.1887,1.14410236,1.068086631
KMG,Materials,7.69984,0.30413,1.144293226,1.583651133
RL,Consumer Discretionary,3.45505,0.26561,1.144811522,1.405333894
CSGP,Information Technology,31.67108,0.27135,1.146087063,1.26450439
SYA,Financials,25.67617,0.26905,1.147310106,
HEINY,--,15.39766,0.21047,1.147850158,1.069057512
CLDT,Financials,11.9053,0.26391,1.148031001,
SSB,Financials,22.32156,0.20399,1.148374094,0.925542281
ONE,Information Technology,-30.87363,0.57205,1.148597232,
ECHO,Industrials,16.41125,0.37114,1.149925235,
MR,Health Care,1.39431,0.25101,1.150322284,
EBF,Industrials,8.30946,0.27514,1.15140889,1.335699047
MPW,Financials,9.32185,0.24499,1.15196888,1.40744478
IMPUY,--,-39.46879,0.37327,1.152045155,1.552741892
ULTI,Information Technology,34.79104,0.25832,1.152575697,1.301462759
CBM,Health Care,66.43003,0.436,1.152687071,1.24892263
BBW,Consumer Discretionary,16.13592,0.48763,1.153903848,1.650760134
GBNK,Financials,23.47453,0.311,1.154948992,1.142454791
GTY,Financials,-6.5469,0.2679,1.156222266,0.915043081
ALL,Financials,19.10883,0.17666,1.156330013,1.405678342
SORL,Consumer Discretionary,-23.17286,0.49813,1.15720203,1.625229188
GGP,Financials,14.32913,0.25824,1.157815149,3.010323854
NEO,Health Care,42.84872,0.52529,1.158456796,0.929415562
FDX,Industrials,13.91046,0.20887,1.161296508,1.191778567
SLAB,Information Technology,4.4075,0.2975,1.161537502,1.23161546
SNBC,Financials,0.3669,0.33067,1.162223947,1.371694815
BRC,Industrials,-0.63794,0.23887,1.1629838,1.333887756
BKE,Consumer Discretionary,4.0808,0.29156,1.163242615,0.942344792
SCS,Industrials,19.81542,0.29376,1.164373467,1.174349562
TMK,Financials,19.8766,0.15199,1.164788102,1.477612183
ASH,Materials,18.38481,0.22743,1.165131649,2.357712181
PLCM,Information Technology,-6.11208,0.38045,1.165526507,1.036326525
MRLN,Financials,16.15437,0.40906,1.166059529,0.727142614
FFG,Financials,24.12763,0.23572,1.166236726,2.082610357
MWE,Energy,7.37359,0.2652,1.16656929,1.032415645
PGI,Telecommunication Services,13.63172,0.34343,1.166651725,1.359591927
ACN,Information Technology,22.34124,0.19243,1.167654049,0.882600978
SCVL,Consumer Discretionary,3.1913,0.36806,1.168322827,1.614090746
MW,Consumer Discretionary,-4.53704,0.41868,1.169005041,1.589666903
TTEK,Industrials,4.22004,0.23686,1.16904428,1.050501172
PKX,Materials,-15.71065,0.26231,1.169727655,1.498100238
DPM,Energy,0.06112,0.27041,1.17096906,
SEIC,Financials,20.89173,0.20298,1.171233119,1.118974258
PTR,Energy,-6.76003,0.26811,1.172888803,1.270419359
CDNS,Information Technology,22.55852,0.19947,1.172929904,1.398739713
FNHC,Financials,55.92019,0.44065,1.173296367,0.966659696
SNI,Consumer Discretionary,2.97236,0.24614,1.173859105,
